Name	MOA	Target	Disease Area	Indication	Phase
resveratrol	cytochrome P450 inhibitor, SIRT activator	CSNK2A1, NQO2, PTGS1, PTGS2			Launched
retagliptin	dipeptidyl peptidase inhibitor				Phase 1
retapamulin	protein synthesis inhibitor		infectious disease	impetigo	Launched
retaspimycin	HSP inhibitor	HSP90AA1			Phase 3
retinaldehyde			dermatology	cosmetic	Launched
retinol	retinoid receptor ligand	ALDH1A1, ALDH1A2, ALDH1A3, DHRS3, DHRS4, LRAT, NR2C2, RBP1, RBP3, RDH11, RDH12, RDH13, RDH14, RDH5, RDH8, RETSAT, RHO, RLBP1, RXRA, RXRB, RXRG	dermatology	cosmetic, acne vulgaris (AV), keratosis	Launched
retinyl-acetate					Launched
retinyl-palmitate					Launched
REV-5901	leukotriene receptor antagonist, lipoxygenase inhibitor	ALOX5			Phase 2
revaprazan	potassium-competitive acid antagonist	ATP4A	gastroenterology	gastritis	Launched
revefenacin	cholinergic receptor antagonist				Launched
reversan	MRP inhibitor	ABCC1			Preclinical
reversine	Aurora kinase inhibitor	AURKB, INCENP, MAP2K1			Preclinical
reynoutrin	antioxidant				Preclinical
RGB-286638	CDK inhibitor	CDK1, CDK2, CDK3, CDK4, CDK5, CDK6, CDK7, CDK9, FLT3, GSK3B, JAK2, MAP3K7, MAPK9			Phase 1
RGFP966	HDAC inhibitor	HDAC3			Preclinical
RGX-104	LXR agonist				Phase 1
RG108	DNA methyltransferase inhibitor	DNMT1, DNMT3B			Preclinical
RG1530	FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	FGFR1, FGFR2			Phase 1
RG2833	HDAC inhibitor	HDAC1, HDAC3			Phase 1
RG4733	gamma secretase inhibitor	PSEN1			Phase 2
RG7112	MDM inhibitor	MDM2			Phase 1
RG7800	RNA splicing modifier				Preclinical
RG7834	antiviral				Preclinical
RHC-80267	triacylglycerol lipase inhibitor	DAGLA, DAGLB			Preclinical
rhein		HSP90AA1			Phase 1
rheochrysidin	protein tyrosine kinase inhibitor	PTPN1			Preclinical
rhodamine-123					Phase 1
RI-1		RAD51			Preclinical
ribavirin	antiviral	ADK, ENPP1, IMPDH1, IMPDH2, NT5C2	infectious disease	hepatitis C	Launched
ribitol					Preclinical
ribociclib	CDK inhibitor	CDK4, CDK6	oncology	breast cancer	Launched
riboflavin	vitamin B	BLVRB, RFK	gastroenterology	jaundice	Launched
riboflavin-tetrabutyrate	antioxidant				Preclinical
riboflavin-5-phosphate-sodium		BLVRB, DHODH, DPYD, HAO1, HAO2, MT-ND1, NOS1, PNPO, POR, PPCDC, RFK, RPS6KA4, SGK1			Launched
ribostamycin	bacterial 30S ribosomal subunit inhibitor	P4HB	infectious disease	human immunodeficiency virus (HIV-1)	Launched
ribostamycin-sulfate	bacterial 30S ribosomal subunit inhibitor		infectious disease	gram-negative bacterial infections	Launched
ricinoleic-acid	prostanoid receptor agonist	PTGER3			Launched
ridinilazole	antibacterial				Phase 3
rifabutin	protein synthesis inhibitor		infectious disease	human immunodeficiency virus (HIV-1)	Launched
rifampin	RNA polymerase inhibitor	NR1I2, SLCO1A2, SLCO1B1, SLCO1B3	infectious disease	tuberculosis, meningitis	Launched
rifamycin	DNA directed RNA polymerase inhibitor	SLCO1A2, SLCO1B1, SLCO1B3, SLCO2B1	infectious disease	tuberculosis, leprosy	Launched
rifamycin-sv	RNA synthesis inhibitor				Phase 3
rifapentine	RNA polymerase inhibitor	CYP2C8, CYP2C9, CYP3A4	infectious disease	tuberculosis	Launched
rifaximin	RNA synthesis inhibitor		gastroenterology	diarrhea, irritable bowel syndrome, hepatic encephalopathy (HE)	Launched
rigosertib	cell cycle inhibitor, PLK inhibitor	PLK1			Phase 3
rilapladib	phospholipase inhibitor				Phase 2
rilmenidine	adrenergic receptor agonist, imidazoline receptor agonist	ADRA2A	cardiology	hypertension	Launched
rilpivirine	non-nucleoside reverse transcriptase inhibitor	NR1I2, SCN10A	infectious disease	human immunodeficiency virus (HIV-1)	Launched
riluzole	glutamate inhibitor	KCNK10, KCNK2, KCNK4, KCNN4, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A, SLC7A11	neurology/psychiatry	amyotrophic lateral sclerosis (ALS)	Launched
rimantadine	antiviral, RNA synthesis inhibitor		infectious disease	influenza A virus infection	Launched
rimcazole	sigma receptor antagonist	SIGMAR1			Phase 1
rimegepant	calcitonin antagonist	CALCA			Launched
rimeporide	sodium/hydrogen exchanger inhibitor				Phase 1
rimexolone	glucocorticoid receptor agonist	NR3C1, SERPINA6	ophthalmology	anterior uveitis	Launched
rimonabant	cannabinoid receptor antagonist	CNR1, GPR55			Withdrawn
riociguat	guanylate cyclase stimulant	GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3	cardiology	hypertension	Launched
riodipine	calcium channel blocker				Phase 2
riodoxol	other antibiotic				Launched
ripasudil	rho associated kinase inhibitor	ROCK1, ROCK2	ophthalmology	glaucoma, ocular hypertension	Launched
ripazepam	benzodiazepine receptor agonist	GABRA1			Phase 2
ripretinib	receptor tyrosine protein kinase inhibitor				Phase 3
risdiplam	RNA splicing inhibitor				Phase 2/Phase 3
risedronate	osteoclast inhibitor	FDPS	orthopedics, endocrinology	osteoporosis, Paget's disease	Launched
rislenemdaz	ionotropic glutamate receptor antagonist				Preclinical
risperidone	dopamine receptor antagonist, serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, HTR7	neurology/psychiatry	schizophrenia, bipolar disorder, irritability	Launched
RITA	MDM inhibitor	MDM2			Preclinical
ritanserin	serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7			Phase 3
ritodrine	adrenergic receptor agonist		obstetrics/gynecology	premature labor	Withdrawn
ritonavir	HIV protease inhibitor	CYP1A2, CYP2B6, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP2E1, CYP3A4, CYP3A5, CYP3A7	infectious disease	human immunodeficiency virus (HIV-1)	Launched
rivanicline	acetylcholine receptor agonist	CHRNA4, CHRNB2, CXCL8			Phase 2
rivaroxaban	coagulation factor inhibitor	F10	neurology/psychiatry, hematology, cardiology	stroke, systemic embolism, atrial fibrillation (AF), deep vein thrombosis (DVT), pulmonary embolism (PE)	Launched
rivastigmine	acetylcholinesterase inhibitor	ACHE, BCHE	neurology/psychiatry	Alzheimer's disease, Parkinson's Disease, senile dementia	Launched
rizatriptan	serotonin receptor agonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F	neurology/psychiatry	migraine headache	Launched
RKI-1447	rho associated kinase inhibitor	CDC42BPA, DMPK, LIMK1, MYLK, PAK1, PKN1, ROCK1, ROCK2			Preclinical
RLX					Preclinical
RMC-4550	SHIP2 phosphatase inhibitor				Preclinical
RN-1	histone demethylase inhibitor	KDM1A			Preclinical
RN-1734	TRPV antagonist	TRPV4			Preclinical
RN-1747	TRPV agonist	TRPV4			Preclinical
Ro-04-5595	glutamate receptor antagonist	GRIN2B			Preclinical
Ro-08-2750	NGF binding inhibitor	NGF, NGFR			Preclinical
Ro-10-5824	dopamine receptor agonist	DRD4			Preclinical
Ro-106-9920	NFkB pathway inhibitor				Preclinical
Ro-1138452	prostanoid receptor antagonist	PTGIR			Preclinical
Ro-15-4513	GABA benzodiazepine site receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB2, GABRG2			Preclinical
Ro-19-4605	GABA benzodiazepine site receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5			Preclinical
Ro-20-1724	phosphodiesterase inhibitor	PDE3A, PDE4A, PDE4B, PDE4C, PDE4D			Preclinical
Ro-25-6981	glutamate receptor antagonist, monamine transporter modulator	GRIN2B			Preclinical
Ro-28-1675	glucokinase activator	GCK			Preclinical
Ro-3	purinergic receptor antagonist	P2RX3			Preclinical
Ro-3306	CDK inhibitor	CDK1			Preclinical
Ro-48-6791	GABA receptor modulator				Preclinical
Ro-48-8071	oxidosqualene cyclase inhibitor	LSS			Preclinical
Ro-4987655	MEK inhibitor	MAP2K1			Phase 1
Ro-5028442	vasopressin receptor antagonist				Phase 1
Ro-5126766	MEK inhibitor, RAF inhibitor	BRAF, MAP2K1, MAP2K2, RAF1			Phase 1
Ro-5263397	trace amine associated receptor agonist				Preclinical
Ro-60-0175	serotonin receptor agonist	HTR2A, HTR2B, HTR2C			Preclinical
Ro-61-8048	kynurenine 3-monooxygenase inhibitor	KMO			Preclinical
Ro-67-7476	glutamate receptor positive allosteric modulator	GRM1			Preclinical
Ro-90-7501	beta amyloid protein neurotoxicity inhibitor	APP			Preclinical
Ro-9187	HCV inhibitor				Preclinical
robalzotan	serotonin receptor antagonist	HTR1A			Phase 2
roblitinib	FGFR inhibitor				Preclinical
rociletinib	EGFR inhibitor	EGFR			Phase 3
rocuronium	acetylcholine receptor antagonist	CHRM2, CHRNA2, HTR3A	neurology/psychiatry	anesthetic	Launched
rofecoxib	cyclooxygenase inhibitor	ELN, PTGS2			Withdrawn
roflumilast	phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4C, PDE4D	pulmonary	chronic obstructive pulmonary disease (COPD), bronchitis	Launched
rogaratinib	FGFR inhibitor				Phase 2/Phase 3
rolapitant	neurokinin receptor antagonist				Phase 3
rolipram	phosphodiesterase inhibitor				Phase 3
rolitetracycline	bacterial 30S ribosomal subunit inhibitor		infectious disease	gram-negative bacterial infections, gram-positive bacterial infections	Launched
roluperidone					Phase 2
rolziracetam					Phase 2
romidepsin	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)	Launched
ronidazole	antiprotozoal agent		infectious disease	histomoniasis, dysentry	Launched
ropinirole	dopamine receptor agonist	ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C	neurology/psychiatry	Parkinson's Disease, restless leg syndrome	Launched
ropivacaine	sodium channel blocker	SCN10A	neurology/psychiatry	anesthetic	Launched
roquinimex	angiogenesis inhibitor, tumor necrosis factor production inhibitor				Phase 3
rosamicin	protein synthesis inhibitor				Phase 2
roscovitine	CDK inhibitor	CDK2, CDK9			Phase 2
rose-bengal	contrast agent, immunostimulant		radiology	diagnostic agent	Launched
rose-bengal-lactone	coloring agent		ophthalmology	staining agent	Launched
rosiglitazone	insulin sensitizer, PPAR receptor agonist	FFAR1, PPARG, TRPC5, TRPM3			Withdrawn
rosiptor	SHIP1 phosphatase activator				Phase 2
rosmarinic-acid	GABA transaminase inhibitor	MCL1, TYR			Launched
rosoxacin	topoisomerase inhibitor		infectious disease	urinary tract infections	Launched
rostafuroxine	ATPase inhibitor	ATP1A1			Phase 2
rosuvastatin	HMGCR inhibitor	HMGCR	endocrinology, cardiology	hyperlipidemia, dyslipidemia, hypertriglyceridemia, hypercholesterolemia, atherosclerosis	Launched
rotigotine	dopamine receptor agonist	ADRA2B, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A	neurology/psychiatry	Parkinson's Disease, restless leg syndrome	Launched
rotundine	serotonin receptor agonist	DRD1, DRD2, DRD3, HTR1A	neurology/psychiatry	anxiety, sedative	Launched
rovazolac	LXR agonist				Preclinical
roxarsone	antiprotozoal agent		endocrinology	weight-gain aid	Launched
roxatidine-acetate	histamine receptor antagonist	HRH2	gastroenterology	Zollinger-Ellison syndrome, erosive esophagitis (EE), gastroesophageal reflux disease (GERD), gastritis	Launched
roxithromycin	bacterial 50S ribosomal subunit inhibitor	MLNR	infectious disease	respiratory tract infections, urinary tract infections, skin infections	Launched
RP-001	sphingosine 1-phosphate receptor agonist	S1PR1			Preclinical
RP67580					Preclinical
RQ-00203078	transient receptor potential channel antagonist	TRPM8			Preclinical
RRx-001	glucose 6-phosphate dehydrogenase inhibitor	G6PD			Phase 3
RS-0481	immunostimulant				Phase 2
RS-100329	adrenergic receptor antagonist	ADRA1A, ADRA1D			Preclinical
RS-102221	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C			Preclinical
RS-102895	CCR antagonist	CCR2			Preclinical
RS-127445	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C			Phase 1
RS-16566	serotonin receptor antagonist				Preclinical
RS-17053	adrenergic receptor antagonist	ADRA1A, ADRA1D			Preclinical
RS-23597-190	serotonin receptor antagonist	HTR4			Preclinical
RS-39604	serotonin receptor antagonist	HTR4			Preclinical
RS-45041-190	imidazoline receptor agonist				Preclinical
RS-504393	CC chemokine receptor antagonist	CCL2, CCR2			Preclinical
RS-56812	serotonin receptor partial agonist	HTR3A			Preclinical
RS-67333	serotonin receptor partial agonist	HTR4			Preclinical
RS-67506	serotonin receptor partial agonist	HTR4			Preclinical
RS-79948	adrenergic receptor antagonist	ADRA2A			Preclinical
RSV604	RSV replication inhibitor				Phase 2
RTA-408	nitric oxide production inhibitor	NFE2L2			Phase 2
RU-SKI-43	hedgehog pathway inhibitor	HHAT			Preclinical
RU-24969	serotonin receptor agonist	HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR6			Phase 1
RU-28318	cytochrome P450 inhibitor	NR3C2			Phase 2
RU-42173	adrenergic receptor agonist	ADRB2			Phase 2
RU-58841	androgen receptor antagonist	AR			Phase 2
rubitecan	topoisomerase inhibitor	TOP1			Phase 3
ruboxistaurin	PKC inhibitor				Phase 3
rucaparib	PARP inhibitor	PARP1, PARP2			Phase 3
rucinol	tyrosinase inhibitor	TYR			Phase 1
rufinamide	voltage-gated sodium channel blocker	GRM5, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	neurology/psychiatry	seizures	Launched
rufloxacin	bacterial DNA gyrase inhibitor		infectious disease	gram-negative bacterial infections	Launched
rupatadine	histamine receptor antagonist, platelet activating factor receptor antagonist	HRH1, PTAFR	allergy	allergic rhinitis, urticaria	Launched
rutaecarpine	cyclooxygenase inhibitor	PTGS2			Preclinical
rutin	antioxidant, capillary stabilizing agent, nitric oxide scavenger	AKR1C3	rheumatology, otolaryngology, gastroenterology, neurology/psychiatry, allergy	joint pain, nasal congestion, constipation, irritability, allergic rhinitis	Launched
ruxolitinib	JAK inhibitor	JAK1, JAK2, JAK3, TYK2	hematologic malignancy, hematology	myelofibrosis, polycythemia vera	Launched
ruxolitinib-(S)	JAK inhibitor	JAK1, JAK2			Preclinical
RV1729	PI3K inhibitor				Phase 1
RWJ-21757	toll-like receptor agonist	TLR7			Phase 2
RWJ-50271	integrin inhibitor	ICAM1			Preclinical
RWJ-67657	MAP kinase inhibitor	MAPK14, PTGS2			Phase 1
RX-3117	CDK inhibitor, DNA synthesis inhibitor	CDK2, DNMT1			Phase 1/Phase 2
RX-821002	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C			Preclinical
ryuvidine	histone lysine methyltransferase inhibitor	CDK2, CDK4			Preclinical
R112	SYK inhibitor	SYK			Phase 1
R306465	HDAC inhibitor				Phase 1
R406	SYK inhibitor	RET, SYK			Phase 1
R547	CDK inhibitor	CDK1, CDK2, CDK4, CDK7			Phase 1
S-isopropylisothiourea	nitric oxide synthase inhibitor	NOS3			Preclinical
S-methylcysteine		CTSD, MGMT			Phase 1
S-nitrosoglutathione	nitric oxide stimulant	PTPN1			Phase 1
S-sulfo-L-cysteine	glutamate receptor agonist				Preclinical
S-trityl-L-cysteine	mitotic kinesin inhibitor				Preclinical
S-07662	CAR antagonist	NR1I3			Preclinical
S-111	PARP inhibitor	PARP1			Phase 2
S-14506	serotonin receptor agonist	HTR1A			Preclinical
S-17092	prolyl endopeptidase inhibitor				Preclinical
S-3304	matrix metalloprotease inhibitor				Phase 1/Phase 2
S-38093	histamine receptor antagonist				Preclinical
SA-47	FAAH inhibitor	FAAH			Preclinical
saccharin	DNA polymerase inhibitor	CA1, CA12, CA2, CA9			Launched
saclofen	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8			Preclinical
sacubitril	neprilysin inhibitor	MME	cardiology	congestive heart failure	Launched
sacubitrilat	neprilysin inhibitor				Preclinical
safflower-yellow	anti-inflammatory agent				Preclinical
safinamide	dopamine reuptake inhibitor, glutamate inhibitor, monoamine oxidase inhibitor	MAOB	neurology/psychiatry	Parkinson's Disease	Launched
safingol	PKC inhibitor	TRPM3			Phase 1
safranal	benzodiazepine receptor agonist	GABBR1			Phase 2
SAG	smoothened receptor agonist	SMO, TRPC6			Preclinical
salazodine					Phase 2
salicin	anti-inflammatory agent				Phase 1
salicyl-alcohol					Preclinical
salicylamide	analgesic agent		neurology/psychiatry, endocrinology	pain relief, fever	Launched
salicylanilide	other antibiotic				Preclinical
salicylic-acid	cyclooxygenase inhibitor, prostanoid receptor antagonist	AKR1C1, ASIC3, PTGS1, PTGS2	dermatology, endocrinology, neurology/psychiatry	acne vulgaris (AV), fever, pain relief	Launched
salidroside	beta amyloid protein neurotoxicity inhibitor	APP			Preclinical
salinomycin			infectious disease	coccidiosis	Launched
salirasib	mTOR inhibitor	TRPA1			Phase 2
salmeterol	adrenergic receptor agonist	ADRB2	pulmonary	asthma, chronic obstructive pulmonary disease (COPD), bronchospasm	Launched
salsolinol-1-carboxylic-acid					Preclinical
salubrinal	eukaryotic translation initiation factor inhibitor	EIF2S1			Preclinical
salvianolic-acid-A	matrix metalloprotease inhibitor				Phase 1
salvianolic-acid-B	EGFR inhibitor, metalloproteinase inhibitor	MMP9			Phase 2
salvinorin-A	opioid receptor agonist	OPRD1, OPRK1, OPRM1			Phase 1
sal003	eukaryotic translation initiation factor inhibitor	EIF2A			Preclinical
SAM-315	serotonin receptor antagonist				Preclinical
sameridine	opioid receptor modulator				Preclinical
sanazole					Phase 1
sancycline	antitumor agent				Preclinical
sangivamycin	DNA inhibitor				Phase 1
sanguinarium-chloride	apoptosis stimulant	CASP3			Phase 1
SANT-1	smoothened receptor antagonist	SHH, SMO			Preclinical
SANT-2	smoothened receptor antagonist	SHH, SMO			Preclinical
sapacitabine	DNA synthesis inhibitor				Phase 3
sapropterin	phenylalanine 4-hydroxylase stimulant	NOS3, PAH, TH, TPH1	metabolism	hyperphenylalaninemia (HPA)	Launched
saquinavir	HIV protease inhibitor	CYP3A4	infectious disease	human immunodeficiency virus (HIV-1)	Launched
SAR-245409	PI3K inhibitor	MTOR, PIK3CG			Phase 1/Phase 2
saracatinib	SRC inhibitor	ABL1, LCK, SRC, YES1			Phase 2/Phase 3
sarafloxacin	bacterial DNA gyrase inhibitor		infectious disease	gram-negative bacterial infections, gram-positive bacterial infections	Launched
sarcosine	glycine transporter inhibitor	SLC6A9			Phase 2
sardomozide	S-adenosylmethionine decarboxylase inhibitor				Preclinical
sari-59-801					Phase 1
saroglitazar	PPAR receptor agonist	PPARA, PPARG	endocrinology, cardiology, gastroenterology	diabetes mellitus, dyslipidemia, non-alcoholic steatohepatitis (NASH)	Launched
sarpogrelate	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C	endocrinology, cardiology, rheumatology	diabetes mellitus, angina pectoris, Raynaud's disease, atherosclerosis, Buerger's disease	Launched
SAR131675	VEGFR inhibitor	FLT4			Preclinical
SAR405	PI3K inhibitor	PIK3C3			Preclinical
SAR405838	MDM inhibitor	MDM2			Phase 1
SAR407899	rho associated kinase inhibitor	ROCK1			Phase 2
sasapyrine	NFkB pathway inhibitor	PTGS1, PTGS2	rheumatology	osteoarthritis, rheumatoid arthritis	Launched
satraplatin	DNA alkylating agent				Phase 3
savolitinib	c-Met inhibitor	MET			Phase 3
saxagliptin	dipeptidyl peptidase inhibitor	DPP4	endocrinology	diabetes mellitus	Launched
SB-200646	serotonin receptor antagonist	HTR2B, HTR2C			Preclinical
SB-202190	p38 MAPK inhibitor	AKT1, ALOX5, CHEK1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SGK1			Preclinical
SB-203186	serotonin receptor antagonist	HTR4			Preclinical
SB-203580	p38 MAPK inhibitor	AKT1, ALOX5, CHEK1, CYP2D6, CYP3A4, GAK, GSK3B, LCK, MAPK1, MAPK10, MAPK11, MAPK12, MAPK14, MAPK8, MAPK9, PRKCA, RAF1, RIPK2, ROCK1, RPS6KB1, SGK1, SRC, TNF			Preclinical
SB-205384	GABA receptor modulator	GABRA3, GABRA5, GABRA6			Preclinical
SB-206553	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C			Preclinical
SB-216641	serotonin receptor antagonist	HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C			Preclinical
SB-216763	glycogen synthase kinase inhibitor	CCNA2, CDK2, GSK3A, GSK3B			Preclinical
SB-218078	CHK inhibitor	CHEK1			Preclinical
SB-218795	tachykinin antagonist	TACR3			Preclinical
SB-221284	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C			Preclinical
SB-222200	tachykinin antagonist	TACR3			Preclinical
SB-225002	CC chemokine receptor antagonist	CXCR2			Preclinical
SB-228357	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C			Preclinical
SB-2343	mTOR inhibitor, PI3K inhibitor	MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG			Phase 1
SB-239063	p38 MAPK inhibitor	MAPK11, MAPK14, PTGS2			Preclinical
SB-242235	p38 MAPK inhibitor	HSPB1, MAPK14			Phase 1
SB-243213	serotonin receptor inverse agonist	HTR2A, HTR2B, HTR2C, HTR6			Phase 1
SB-258585	serotonin receptor antagonist	HTR6			Preclinical
SB-268262	calcitonin antagonist	CALCA			Preclinical
SB-269970	serotonin receptor antagonist	HTR7			Preclinical
SB-271046	serotonin receptor antagonist	HTR6			Phase 1
SB-297006	CC chemokine receptor antagonist	CCR3			Preclinical
SB-328437	CCR antagonist				Preclinical
SB-334867	orexin receptor antagonist	HCRTR1, HCRTR2			Preclinical
SB-366791	TRPV antagonist	TRPV1			Preclinical
SB-399885	serotonin receptor antagonist	HTR6			Preclinical
SB-408124	orexin receptor antagonist	HCRTR1, HCRTR2			Preclinical
SB-415286	glycogen synthase kinase inhibitor	GSK3A, GSK3B, RPS6KB1			Preclinical
SB-431542	TGF beta receptor inhibitor	ACVR1C, TGFBR1			Preclinical
SB-452533	TRPV antagonist	TRPV1			Preclinical
SB-505124	ALK tyrosine kinase receptor inhibitor	TGFBR1			Preclinical
SB-525334	TGF beta receptor inhibitor	TGFBR1			Preclinical
SB-590885	RAF inhibitor	BRAF			Preclinical
SB-612111	nociceptin/orphanin FQ receptor antagonist	OPRL1			Preclinical
SB-649868	orexin receptor antagonist				Phase 2
SB-657510	urotensin receptor antagonist	UTS2R			Preclinical
SB-683698	integrin antagonist	ITGA4, ITGAV, ITGB1, ITGB7			Phase 1
SB-705498	TRPV antagonist	TRPV1			Phase 2
SB-706375	urotensin receptor antagonist	UTS2R			Preclinical
SB-742457	serotonin receptor antagonist	HTR6			Phase 3
SB-743921	kinesin-like spindle protein inhibitor	KIF11			Phase 1/Phase 2
SB-747651A	kinase inhibitor	AKT1, AKT3, ROCK1, RPS6KA5, RPS6KB1			Preclinical
SB-756050	G protein-coupled receptor agonist	GPBAR1			Phase 1
SB-772077B	rho associated kinase inhibitor	ROCK1, ROCK2			Preclinical
SB-939	HDAC inhibitor	HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC9			Phase 3
SBE-13	PLK inhibitor	PLK1			Preclinical
SBHA	HDAC inhibitor	HDAC1, HDAC3			Preclinical
SBI-115	G protein-coupled receptor antagonist				Preclinical
SC-10	protein kinase activator	PRKCA			Preclinical
SC-12267	dihydroorotate dehydrogenase inhibitor	IL17A			Phase 2
SC-144	P glycoprotein inhibitor				Preclinical
SC-19220	prostanoid receptor antagonist	PTGER1			Preclinical
SC-236	cyclooxygenase inhibitor	PTGS2			Preclinical
SC-51089	prostanoid receptor antagonist	PTGER1			Preclinical
SC-560	cyclooxygenase inhibitor	PTGS1			Preclinical
SC-9	protein tyrosine kinase activator	PRKCA			Preclinical
scabertopin	anticancer agent				Preclinical
SCH-202676	G protein-coupled receptor modulator	CHRM1, CHRM2, DRD1, DRD2			Preclinical
SCH-221510	nociceptin/orphanin FQ receptor agonist	OPRL1			Preclinical
SCH-23390	dopamine receptor antagonist	DRD1, DRD5, HTR2C, KCNJ4, KCNJ6			Preclinical
SCH-28080	ATPase inhibitor	ATP4A			Phase 1
SCH-51344	MTH1 inhibitor	NUDT1			Preclinical
SCH-58261	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3			Preclinical
SCH-900776	CHK inhibitor	CDK2, CHEK1			Phase 2
schisandrin-B	antioxidant	ATR			Preclinical
schisandrol-B	lipid peroxidase inhibitor				Phase 3
sclareol					Preclinical
sclareolide	other antifungal				Launched
SCMC-Lys	mucolytic agent	GSTP1	pulmonary	chronic obstructive pulmonary disease (COPD)	Launched
scopine					Launched
scopolamine	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, SI	neurology/psychiatry, gastroenterology	motion sickness, vomiting, nausea	Launched
scopolamine-N-oxide	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4			Preclinical
SCP-1	analgesic agent				Phase 1
scriptaid	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9			Preclinical
SCS					Preclinical
SD-0006	p38 MAPK inhibitor				Phase 2
SD-169	p38 MAPK inhibitor	MAPK14			Preclinical
SD-208	TGF beta receptor inhibitor	TGFBR1			Preclinical
SD-2590	matrix metalloprotease inhibitor	MMP1, MMP13, MMP2			Preclinical
SDM25N	opioid receptor antagonist	OPRD1			Preclinical
SDZ-NKT-343	tachykinin antagonist	TACR1			Phase 1
SDZ-SER-082	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C			Preclinical
SDZ-WAG-994	adenosine receptor agonist	ADORA1			Phase 2
SDZ-205-557	serotonin receptor antagonist	HTR3A, HTR3B			Preclinical
SDZ-21009	adrenergic receptor antagonist, serotonin receptor antagonist	HTR1A, HTR1B			Preclinical
SDZ-220-040	glutamate receptor antagonist	GRIN1			Preclinical
SDZ-220-581	glutamate receptor antagonist	GRIN1			Preclinical
Se-methylselenocysteine					Phase 2
secalciferol	vitamin D receptor agonist	VDR	critical care	bone fracture	Launched
seclazone	anti-inflammatory agent				Phase 1
seclidemstat	histone demethylase inhibitor				Phase 1
secnidazole	acetylcholinesterase inhibitor, microtubule inhibitor		infectious disease	protozoan infection	Launched
secoisolariciresinol-(-)					Phase 2
secoisolariciresinol-diglucoside	antioxidant				Phase 2
securinine	GABA receptor antagonist, TP53 activator	GABRA1			Preclinical
segesterone-acetate	progesterone receptor agonist	PGR			Launched
seladelpar	PPAR receptor agonist				Phase 3
selamectin	nematocide		infectious disease	flea control	Launched
selegiline	monoamine oxidase inhibitor	MAOA, MAOB	neurology/psychiatry	Parkinson's Disease	Launched
selenomethionine					Launched
seletalisib	PI3K inhibitor				Preclinical
selexipag	IP1 prostacyclin receptor agonist, platelet aggregation inhibitor	PTGIR	pulmonary	pulmonary arterial hypertension (PAH)	Launched
selfotel	glutamate receptor antagonist	GRIN2A, GRIN2B, GRIN2C, GRIN2D			Phase 3
selinexor	exportin antagonist	XPO1	hematologic malignancy	multiple myeloma	Launched
